card_id,topic_tag,card_file,front_sha256,community_answer_ref,official_refs,source_role,back_status,notes
PYI_01_011,topic::01_python_fundamentals,cards/01_python_fundamentals.txt,8d867e97da016c26181516a2eb486b3f16bcd587e4019043533af6b072902e49,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/general.md#L394-L407,https://docs.python.org/3.14/reference/executionmodel.html|https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/faq/general.html,candidate_plus_official,reviewed,source locator TV_PYTHON_GENERAL_09
PYI_01_012,topic::01_python_fundamentals,cards/01_python_fundamentals.txt,93bc797aed1ded5d797ead2009705544650a78e68dbaf50a2db031fee9a0ffa3,,https://docs.python.org/3.14/reference/executionmodel.html|https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/faq/general.html,official_only,reviewed,source locator OFFICIAL
PYI_02_001,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,6040318b3835a2827cbe46fd9478c8c4c94b53f600d3612ba1c9d1749ac75d1c,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L3-L20,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,candidate_plus_official,drafted,source locator TV_PYTHON_CODING_01
PYI_02_002,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,fc58bc40d968a83be3b1561bbb2010a4ed4d6ce41142022bebc6d8cef76b1a47,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L3-L20,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,candidate_plus_official,drafted,source locator TV_PYTHON_CODING_01
PYI_02_003,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,3922c0ef076319b3c45742c3c4ae589bf188113f61bbaadd335bec4f3ba308e8,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/coding.md#L3-L20,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,candidate_plus_official,drafted,source locator TV_PYTHON_CODING_01
PYI_02_004,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,96134ac38f38d3d8d312ba1eaa9251677f3e5e3029273b6dcc2cc574f50cea6f,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L252-L352,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,candidate_plus_official,drafted,source locator TV_PYTHON_SYNTAX_08
PYI_02_005,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,68ca81e5e4b78e24c18c98494a8b9eb54458157080c5bca507bce582be3eb402,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L229-L251,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,candidate_plus_official,drafted,source locator TV_PYTHON_SYNTAX_07
PYI_02_006,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,89beb803673fdb35be27dde2c1385dab737f8d7095278c6a902bc2d09a291152,,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,official_only,drafted,source locator OFFICIAL
PYI_02_007,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,1ff2612c36adf119a01fd09e31efaaebaf0fa037bf5d89a447cb5e8714f6a8b2,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/loops.md#L3-L34,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,candidate_plus_official,drafted,source locator TV_PYTHON_LOOPS_01
PYI_02_008,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,398cd7f6786f222409c8dfa6be08cf44aa3370841e6fb3a805cf186f63bea813,,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,official_only,drafted,source locator OFFICIAL
PYI_02_009,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,161df31e507ba014d71f1d72746549fcb68f534422d4acb7d38584b851680b74,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L164-L228,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,candidate_plus_official,drafted,source locator TV_PYTHON_SYNTAX_06
PYI_02_010,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,68560031b07d4692c720d093f4b960f85cec75332bff7a5bb428e566ad77b05a,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L164-L228,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,candidate_plus_official,drafted,source locator TV_PYTHON_SYNTAX_06
PYI_02_011,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,8176f7564bd2fd23cfb659d17bebf51f67973aff9a8b6ba1ca4003c18a37078d,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L164-L228,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,candidate_plus_official,drafted,source locator TV_PYTHON_SYNTAX_06
PYI_02_012,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,46c9070968aa684a41dbb744af81a0df8d8bbcd8999ed3a3f01bf5755a58e865,,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,official_only,drafted,source locator OFFICIAL
PYI_02_013,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,0da4e15826cae4e9eaf4174771abd8ec2580a4d54c1570f9991fa8b757624c86,,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,official_only,drafted,source locator OFFICIAL
PYI_02_014,topic::02_syntax_control_flow,cards/02_syntax_control_flow.txt,e51f9a6128e62317897abd0cca0723206a854483101ee4b09968227d9f3ba332,,https://docs.python.org/3.14/reference/expressions.html|https://docs.python.org/3.14/reference/simple_stmts.html|https://docs.python.org/3.14/reference/compound_stmts.html,official_only,drafted,source locator OFFICIAL
PYI_03_001,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,43f498db488e65fb2e4ca47ebdb373bca281c21b00b6843a0bdd1fb148f63a2a,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L587-L609,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_DATA_TYPES_12
PYI_03_002,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,e3add3e34fc710b9e5ee6557fa17a6886dbfcdfc59e08c987eed467216eec1b6,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L587-L609,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_DATA_TYPES_12
PYI_03_003,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,70b4f8f33bf3a4008c59a54a86a8a7c799e9fb10e641b3df160ed85c526d858a,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L162-L201,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_SEQUENCES_09
PYI_03_004,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,11a32fbce6b3848d3c0feebd5a1aec342aa3163d968d6895c07d54b084dd8224,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L3-L16,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_SET_AND_DICT_01
PYI_03_005,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,79f612f42254f4573fba530bbf318cef8605f92a53286216959dc896785eece7,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L48-L93,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_DATA_TYPES_02
PYI_03_006,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,817b6b42b849b6ba613d67fce1927e2dd9f012d333b45b7a441caadba7bbd319,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L48-L93,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_DATA_TYPES_02
PYI_03_007,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,617a2af59d46c5097b131b8a20050df53f17cf6a1a3ff00ca29595747e6ddd09,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L3-L16,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_SET_AND_DICT_01
PYI_03_008,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,267fa1c7a915876af065bca4bb533f3387aa3b072152a5971b326fd3d2b0ae0d,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L206-L242,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_SET_AND_DICT_11
PYI_03_009,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,ff78fc10cd1f2f0b74d256b5671c7ecfe40299f3ac3df20cf967817e5ff1a497,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L442-L558,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_SYNTAX_13
PYI_03_010,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,bf6921d524a73f9c17161257982133faa0d0dee237ab6635c479c5a3b22def05,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L442-L558,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_SYNTAX_13
PYI_03_011,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,cae0b8d8a82c7321fc9215395b25e6a85c1c9d4bad524f4119bd4d0616e00e98,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/syntax.md#L442-L558,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_SYNTAX_13
PYI_03_012,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,8aacba0dd814ce2b50ce69769425d4067e5a7c65634ec08e8b5bdfaa78535ae8,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L206-L242,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_SET_AND_DICT_11
PYI_03_013,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,47187c3ac31d908e84fb206755ed1c4d401c31df8e140e66d4b2e072f9c1aee1,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L3-L16,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_SET_AND_DICT_01
PYI_03_014,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,041fa34f34ccb6c4927c461bb98288f64346b979a505a981eb19686e7fe3a90e,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L401-L443,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_DATA_TYPES_09
PYI_03_015,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,0a7f4918ce465aa2860dc2a047ff8b926a69cdd4af04627bb94c1b1fb724b7f1,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L444-L497,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_DATA_TYPES_10
PYI_03_016,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,6f7b4d5343b0630c97bc5357fdb88f0f56021bfe2ec66e4575922fd7679f68fa,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/set_and_dict.md#L104-L117,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_SET_AND_DICT_05
PYI_03_017,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,601832dfcaf3807a91e7bae7b7746437281e45663a019a9024bee0b4a31bfebc,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L498-L586,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_DATA_TYPES_11
PYI_03_018,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,37e41910836f0dfefec38e152f4231daf3631cf1388aa863264e30e4e2799f47,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L498-L586,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_DATA_TYPES_11
PYI_03_019,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,ff9fcba7cd8ff701f73a2427243a2c77e109a6c4b6f13f9e6ccd1fa1a721a029,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L498-L586,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_DATA_TYPES_11
PYI_03_020,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,4097183bd3447fef9ca46ab472a9c8b9ac8d34ee4c3ff7d22087aad61cbebd50,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L610-L648,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_DATA_TYPES_13
PYI_03_021,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,625a6ec53899c2c3e8bf04a4cab5c90f43b2a129068f481b036747b2ca7655be,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L587-L609,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_DATA_TYPES_12
PYI_03_022,topic::03_objects_types_mutability,cards/03_objects_types_mutability.txt,a15f02534ad20e1aab3e52841a612aa9924b66ce6c02ddf588095190c174218e,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/data_types.md#L689-L828,https://docs.python.org/3.14/reference/datamodel.html|https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/copy.html|https://docs.python.org/3.14/library/typing.html,candidate_plus_official,drafted,source locator TV_PYTHON_DATA_TYPES_15
PYI_04_001,topic::04_collections,cards/04_collections.txt,3d3178b3dfec06607fd8b2aad8f5e575e1556807ab93dcf59e08cecb3536a2b8,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L202-L291,https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/collections.html|https://docs.python.org/3.14/howto/sorting.html,candidate_plus_official,drafted,source locator TV_PYTHON_SEQUENCES_10
PYI_04_002,topic::04_collections,cards/04_collections.txt,b3599ae350840cac636c3d108e785d40839bfef4dab87292a2c8c111c15c77b8,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L406-L428,https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/collections.html|https://docs.python.org/3.14/howto/sorting.html,candidate_plus_official,drafted,source locator TV_PYTHON_SEQUENCES_17
PYI_04_003,topic::04_collections,cards/04_collections.txt,396a0cdfe711a7f52d6eb017e0912c6c7600a36f9247850aca0986476b4e2c09,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L292-L321,https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/collections.html|https://docs.python.org/3.14/howto/sorting.html,candidate_plus_official,drafted,source locator TV_PYTHON_SEQUENCES_11
PYI_04_004,topic::04_collections,cards/04_collections.txt,bcc4895dba559c5cd04b18bcaec0f50cf121afa26c23b1d0623fe9e89c879737,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L292-L321,https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/collections.html|https://docs.python.org/3.14/howto/sorting.html,candidate_plus_official,drafted,source locator TV_PYTHON_SEQUENCES_11
PYI_04_005,topic::04_collections,cards/04_collections.txt,f75bdb75ad2ab70e1c691bff18144831c13bb068c591f96a258237dd48323bb4,https://github.com/tavor118/pj_python_interview_questions_and_answers/blob/02d57a7a9f34fd386eb8aa5c0094fe3f3c3ba141/docs/python/sequences.md#L202-L291,https://docs.python.org/3.14/library/stdtypes.html|https://docs.python.org/3.14/library/collections.html|https://docs.python.org/3.14/howto/sorting.html,candidate_plus_official,drafted,source locator TV_PYTHON_SEQUENCES_10
