source_file,line,front_sha1,question_id,section,state,duplicate_review
03_Structs_Unions_Bitfields_anki_cards.txt,35,1e2909be020db2eb21ba1fdcc20123cf55518f7d,emb-structs-0030,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,36,98e8718453523d3a6b3b213e98ed1112a6c16061,emb-structs-0031,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,37,2348a40ab847ca07fcbe4248c5ae371af7732b7d,emb-structs-0032,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,38,6752cfc66aac34204adff3c4714c4aff69f73824,emb-structs-0033,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,39,5a8149330baaefcb25f078aac20c3b6344c294df,emb-structs-0034,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,40,330fcfbf243792a4d20ab73290b72da165779d8b,emb-structs-0035,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,41,9a57f92f01dfde5d39723a1d5ac24297dc92190d,emb-structs-0036,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,42,2a6235b8af3a3b98a56b6edc88198e9e1b8f1217,emb-structs-0037,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,43,332fffde60f0f671d07a2fec49544174d288ad64,emb-structs-0038,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,44,0368ea117a936354274e6227540eea88e56bdd94,emb-structs-0039,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,45,8de5d2735805d854e6352ebde70e850b7091ef86,emb-structs-0040,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,46,da8c5df7a423250a934fb078694be191f7438533,emb-structs-0041,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,47,fad5c29daab70c0e77dfac8ec88b82868e96fbbc,emb-structs-0042,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,48,c9b4ee733efb2a4033f5c1f9472a23e9bbd1016a,emb-structs-0043,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,49,8657a20fde49282c6a20f0b2a35f96de93cb29d6,emb-structs-0044,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,50,06b20b2efb6f2f21398d97e05eb403627b874caf,emb-structs-0045,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,51,f1581f5664b944027c9c551e531cc0e132f5822d,emb-structs-0046,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,52,c5b96aa311c9365f094b86cd210499c4a4541153,emb-structs-0047,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,53,33068209aaeb354ee624477ab79b7b2b56d99b76,emb-structs-0048,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,54,56301112bd6f015f2da26511dfca2dd9354f1b8b,emb-structs-0049,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,55,4e421efaeaa7840bdfc75343c53e9caba53ea556,emb-structs-0050,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,56,1e888c1651d7f42956a8a0d05888ec8dc472f747,emb-structs-0051,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,57,da2cb6905f1ebf1065feba254be7525acc2f72c3,emb-structs-0052,structs-unions-and-bitfields,written,no
03_Structs_Unions_Bitfields_anki_cards.txt,58,e96e23ee04ea4a08c856f4913d3e058aadf151cc,emb-structs-0053,structs-unions-and-bitfields,written,no
04_Volatile_Const_anki_cards.txt,6,a65fc24dd0ab0c3cd0b637ce70c23c5ece926a3a,emb-volconst-0001,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,7,927e13410aa64521be0196f2620d6aaca1bd40ec,emb-volconst-0002,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,8,c9c0755b534f70560674b3cd084fda0e339947fd,emb-volconst-0003,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,9,406a6d705a93951a411ce9bac570ed2a85d0e548,emb-volconst-0004,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,10,1a2054c9a57ea21d7121b8495a7879fb8d2c4824,emb-volconst-0005,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,11,beba5cda84190b25c3dc77c52941fd7e919f06e7,emb-volconst-0006,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,12,6afa6ffc423a7a70ff24e40d3915370f37297f75,emb-volconst-0007,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,13,10c1c0d4c060f4d04ac533e06f8aaf2a1f73048f,emb-volconst-0008,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,14,eb6ee5d38c123b10808e58498eb4339655e52101,emb-volconst-0009,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,15,4f1deb2bc98e68e042f3b135ff5797d94b9a8e65,emb-volconst-0010,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,16,735ac11fe450c7d394679c1ee7dfed945921c2e7,emb-volconst-0011,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,17,08a1f0ef561d9f481a9065628582a79f6e0dcee3,emb-volconst-0012,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,18,799e49b18e788e051f1a168ddc4713df60a2da29,emb-volconst-0013,volatile-and-const,written,yes
04_Volatile_Const_anki_cards.txt,19,fd3e79d21f666be4439007ced973a5b52eed13db,emb-volconst-0014,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,20,15fed2677e5cf0a5401ae584c1810f20b230c7fc,emb-volconst-0015,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,21,6cd1efcd4d1dcf48b21d0f7f87754e513e055af9,emb-volconst-0016,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,22,aec9a2839fac90cf7ce0b22ac71fdcda63f13bfc,emb-volconst-0017,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,23,53cd60629ac625d5dafd37de39725339cc98840f,emb-volconst-0018,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,24,9bf32d214ba8a7644736add75a7d18acc53b9c89,emb-volconst-0019,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,25,b4f4f7a2f7d0b1714c865a4e4a33ccb302ae758b,emb-volconst-0020,volatile-and-const,written,yes
04_Volatile_Const_anki_cards.txt,26,853adb022e52a7b1d6862de453d0b132079a0161,emb-volconst-0021,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,27,979c13dfde02f896327ec0cc548e37efca601c02,emb-volconst-0022,volatile-and-const,written,yes
04_Volatile_Const_anki_cards.txt,28,9dc015517efdfb769210d54d4f07573dca9d6472,emb-volconst-0023,volatile-and-const,written,yes
04_Volatile_Const_anki_cards.txt,29,0c83d6b555d030d2177665dd3160ce2c8e9bbcc6,emb-volconst-0024,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,30,421c6018067b51aee41c551111fac39dfd36584f,emb-volconst-0025,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,31,63062e8caa6897843bc6b616d395db90febc28c5,emb-volconst-0026,volatile-and-const,written,yes
04_Volatile_Const_anki_cards.txt,32,c3aff1623726b4facd040a29fa296047e5130241,emb-volconst-0027,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,33,929de8c70da6bb7da6f5baca6ec7dd9e0870dca6,emb-volconst-0028,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,34,0ad392f5e15b39b821dc79c91b30df15e896acb9,emb-volconst-0029,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,35,53fdd63423b8674b1901eb37bfb7492323ef41a6,emb-volconst-0030,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,36,d4ea9f831d83a40f579d56e196b15ebbf29e60ad,emb-volconst-0031,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,37,75f07ec59f6b571ebc1f4d31baf011b479abec4a,emb-volconst-0032,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,38,be1ae94d0909aea731458761addbeceb7921f496,emb-volconst-0033,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,39,3f3c388a7ae0dad7108a9da15e159d40885af5f0,emb-volconst-0034,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,40,aaf06017b55437260f636be629ab53173c281542,emb-volconst-0035,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,41,1508febeeb8802764230dd155c1650246f0004ae,emb-volconst-0036,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,42,73b1693a624b39780910c55bc19d73201ff2cab1,emb-volconst-0037,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,43,65ac80e0ca94003ba5bb732ced35c6ccb9b64d2c,emb-volconst-0038,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,44,0139294661c8405afe8954fa9cb3a5cb589c1403,emb-volconst-0039,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,45,282009b251e2bdc769be8b8c1e1907740ab3a359,emb-volconst-0040,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,46,1272d3488bc17c5fc93b2384534450a382d462ec,emb-volconst-0041,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,47,dd11452b7c552735b8792a2d04badc66739bc6f9,emb-volconst-0042,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,48,b4a34f1b6d524817cd4472e53adf2668e6a650e4,emb-volconst-0043,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,49,231a54c2ab150cce6b28d203b61b4caac8dc99b6,emb-volconst-0044,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,50,ea971df2c39b54fbf66467acf131097de2efa6b1,emb-volconst-0045,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,51,9f71f4f0035c403c10418c2ac9bd89228e9281ba,emb-volconst-0046,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,52,50747ff621592a92392c6e571e9ba3d0fce49e35,emb-volconst-0047,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,53,2f177d9063a4da55269655b7b1caf6216d6175be,emb-volconst-0048,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,54,97d5750b9a3c45f3d376347cc805cf9d9bbf2a5e,emb-volconst-0049,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,55,ca22257a1844dc150d1d66519ad6e9616868ace7,emb-volconst-0050,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,56,3f5e470beeb79e5e1ae3903c421d416280d64c22,emb-volconst-0051,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,57,308364e3943fdb4a1d427190661b25224dc4e1b9,emb-volconst-0052,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,58,09a21efaba5fff842e7c4f4e7ab682e17d339a94,emb-volconst-0053,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,59,923a31f010a8d373af2c97ef274717eaee35d976,emb-volconst-0054,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,60,ca67bae95f4eaa2a39fa25200675231fa056edfa,emb-volconst-0055,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,61,f4698148d9887aa313d1884264120490950ed9da,emb-volconst-0056,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,62,7fd02442673d9d39bec69871c74afbea71ecea4b,emb-volconst-0057,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,63,a3d9d65d90f81a66bf3f67259f52c6a7014c1e5c,emb-volconst-0058,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,64,291d2b126024c20105e70cbc0f2aa3e4d489bf52,emb-volconst-0059,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,65,403796f0168bf8fe9aa1e3fe407420467b083b10,emb-volconst-0060,volatile-and-const,written,no
04_Volatile_Const_anki_cards.txt,66,9e34930912a8c2d974b2b370dfcf491f9de595c7,emb-volconst-0061,volatile-and-const,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,6,650bd158f2c03e9786d7de06701be49ad69fecae,emb-fnptr-0001,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,7,8066641d5523e6169d8ab718efc7fd34b456cb88,emb-fnptr-0002,function-pointers-and-callbacks,written,yes
05_Function_Pointers_Callbacks_anki_cards.txt,8,718d8927290fdf4f7addcad08ea4d253b7b82ee8,emb-fnptr-0003,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,9,4ca08bf582af89c082ba708ea332ea21515e7127,emb-fnptr-0004,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,10,5a8450a273d7cb0f5f827bb574c32aa1ca9b47ad,emb-fnptr-0005,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,11,a9927b38d97011a8b6d4d3d70c6baedca3c3a663,emb-fnptr-0006,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,12,28e2cf211909fe6333ca5c80d4e77915ec261a2e,emb-fnptr-0007,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,13,d8c8cd39f015625a29bf44536f7adcd864fae0d3,emb-fnptr-0008,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,14,05efe63ab18ca860174bb995e75972aabf0a55fb,emb-fnptr-0009,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,15,0d270817e32864192c66dbc6c6e009946439088a,emb-fnptr-0010,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,16,6f305e941e30d0e18769aa48e90f4ac80f58ca40,emb-fnptr-0011,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,17,1aef7f9dd7874fb580d81d98018060ffd6bbfca3,emb-fnptr-0012,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,18,1b171882c1911a7e4ce66e25d3f585fc85187e48,emb-fnptr-0013,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,19,44dac9ec579b159f8ffad5ec944a98ed96fb837f,emb-fnptr-0014,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,20,cc52c337d86e2605f51635817adb807f286d009f,emb-fnptr-0015,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,21,075a4e90add5e58a325a53104ccfac767b5da615,emb-fnptr-0016,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,22,294cb54f8a4cd9798a6d725af99334769cefbcc8,emb-fnptr-0017,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,23,dc9475472a07784ca1e01f2a74191bb042dd3d21,emb-fnptr-0018,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,24,7be3de437e0489dba5870844cd5caac1e0a6a817,emb-fnptr-0019,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,25,c0ce9c41b4be0daca984da56aa20ef0e73487b7b,emb-fnptr-0020,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,26,32e4678c62c4891fdd4c5cfdb211580d2e83defd,emb-fnptr-0021,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,27,d1d7fd48b308bda8719448d750d059f5df9affee,emb-fnptr-0022,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,28,28ceb0f4e3c24c717fab0b88c303ffdf3249711f,emb-fnptr-0023,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,29,d2181c33982569e35eaf7d9b08f9bbe5762972f5,emb-fnptr-0024,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,30,4bbfa12b93dc9761568dc4f2a44683d7d33b9a69,emb-fnptr-0025,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,31,0de2f2758685b599856c1a0cc808d355b4f4936b,emb-fnptr-0026,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,32,5c7aa16fb5a20195686526f2d5bcf172b87c0780,emb-fnptr-0027,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,33,acb7ef04331db4ce80e9cd3dc0bf35c47936405d,emb-fnptr-0028,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,34,70966b4e5c49f4c35420f4d622f70254e48fc32b,emb-fnptr-0029,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,35,d14f1831129dd04569937167c1acfa2af0f0e1ae,emb-fnptr-0030,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,36,ea05f0d3a759fca86a6f1111ba518c27a7a3775e,emb-fnptr-0031,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,37,e80ff9962b6c44836135fd08e1a1371f74072cce,emb-fnptr-0032,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,38,8e0de415e28d4dcf069eb446c773edfab8e0881c,emb-fnptr-0033,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,39,5eef7069259c2949d2f866f8e8b0e7f9a3df2b39,emb-fnptr-0034,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,40,7b58baf5df8f85f4cccfcdc7e0fa3d0c79f1b787,emb-fnptr-0035,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,41,8ba4a93b2ad3ae0862b07617003ad88f7df65727,emb-fnptr-0036,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,42,102fbc90d36faf5c531b2f3bb4e69d0d62376640,emb-fnptr-0037,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,43,c1d673ee41789c82a95f8ae02a94d6c939f6e33c,emb-fnptr-0038,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,44,73106618c87a7bf468110db2a580e3a70a7534a2,emb-fnptr-0039,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,45,1a7eefeb16e40495aaf3d178a2ebea9d55225ab2,emb-fnptr-0040,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,46,fd7ba24b276efe9acb9f8ed6e12c33829de022d0,emb-fnptr-0041,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,47,a851bfb741097d8c3534cf569174ef3a5e0c97e3,emb-fnptr-0042,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,48,3bebec781f70813abd2e85b51d6cf4457968eaf6,emb-fnptr-0043,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,49,e26117fa1b7295ed601e769170690c749c20af76,emb-fnptr-0044,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,50,efeee13499e74872b8236e83dbb7532a69b61424,emb-fnptr-0045,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,51,c79650d59653d11950d61ad01b75c22e879187d0,emb-fnptr-0046,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,52,2acd3cebe7c3d9fe0be4c93945afb57855fb5239,emb-fnptr-0047,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,53,5e4be402b5ee0b40a9cc6db8013c85d3930919be,emb-fnptr-0048,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,54,49c6a93ab59a002767d47d62e0f35ea2243c67c9,emb-fnptr-0049,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,55,8158721f921790c0b30748a4a82a67748987a57a,emb-fnptr-0050,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,56,fc50cf0d140d173d03c7fb0714cbf8442ffa73ce,emb-fnptr-0051,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,57,12df022d583a45fa4228dba1337ff1996ed8743d,emb-fnptr-0052,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,58,472fba6310b91a004ec108fa35ebe1e8214f7a75,emb-fnptr-0053,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,59,6063341925dbbcd16e82bc5396355b09c206734f,emb-fnptr-0054,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,60,7fa07d9fff1f2428486df0834d462f4023c970e4,emb-fnptr-0055,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,61,c3bc7afc3a4df61aa15f2ab0f96c7fa6a215b0a6,emb-fnptr-0056,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,62,7809f4c0710c18ea7eb9067ef50d1bfdc31c8da3,emb-fnptr-0057,function-pointers-and-callbacks,written,no
05_Function_Pointers_Callbacks_anki_cards.txt,63,226e7d2e38cd5ea7b8d7876d74d24cca5a63f9c1,emb-fnptr-0058,function-pointers-and-callbacks,written,no
06_Inline_Macros_anki_cards.txt,6,ff888d8fda1097045c262af1d49d387d482b257c,emb-macros-0001,inline-and-macros,written,no
06_Inline_Macros_anki_cards.txt,7,819e0cc0d0765f18063861275ea1f32e94c8fbc2,emb-macros-0002,inline-and-macros,written,no
06_Inline_Macros_anki_cards.txt,8,5e41e0fa59c0e7253020d2d2c843d6f00bbda3b1,emb-macros-0003,inline-and-macros,written,no
06_Inline_Macros_anki_cards.txt,9,e0bc71d66f2bf4e9896ccd1b87a15417ab66c6bf,emb-macros-0004,inline-and-macros,written,no
06_Inline_Macros_anki_cards.txt,10,9329d63c70e5f3a816e0517b4895a233f4b2aa92,emb-macros-0005,inline-and-macros,written,no
06_Inline_Macros_anki_cards.txt,11,222db41872b2bcd47fa90413e5f367072d5c1c69,emb-macros-0006,inline-and-macros,written,no
06_Inline_Macros_anki_cards.txt,12,608029e21522cf89bd3a1523e14dd3f1de2549f3,emb-macros-0007,inline-and-macros,written,no
06_Inline_Macros_anki_cards.txt,13,d5eae2acf2b57c670444a1794cdeb545be4f17ea,emb-macros-0008,inline-and-macros,written,no
06_Inline_Macros_anki_cards.txt,14,6222fa146c2b56cf53b321a198ec2a3e5132a3a8,emb-macros-0009,inline-and-macros,written,no
